links,title,Authors,Publication Year,Journal/Conference,Abstract Summary,3-Way Decision Methodology,3-Way Feasibility,Domains of Application,Main Objective,Evaluation Metrics,Data Type and Size,Key Findings,Future Work Suggestions,Limitations,Keywords
https://www.researchgate.net/publication/373668614_GIFTWD_A_prospect_theory-based_generalized_intuitionistic_fuzzy_three-way_decision_model?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,GIFTWD: A Prospect Theory-Based Generalized Intuitionistic Fuzzy Three-Way Decision Model,"Yusheng Li, Mengyi Sha",2024,Journal of Forecasting,This paper proposes a two-stage framework for credit risk prediction that leverages three-way decisions and particle swarm optimization to optimize threshold learning. The approach aims to enhance prediction by delaying decisions for records requiring more data.,Two-stage framework with three-way decisions and automatic threshold learning.,Effective for managing delayed decisions in financial risk predictions.,"Credit risk prediction, financial analytics.",To improve credit risk classification accuracy with three-way decisions.,"Prediction accuracy, decision cost reduction.",Financial dataset from a Chinese bank.,Reduced error in credit risk predictions with delayed decisions.,Broaden to other financial datasets.,Dataset-specific tuning required.,"Credit risk, three-way decisions, threshold learning, particle swarm optimization"
https://www.researchgate.net/publication/376999840_Hexagons_of_Opposition_in_Linguistic_Three-Way_Decisions?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Hexagons of Opposition in Linguistic Three-Way Decisions,"Hongwu Qin, Yanyan Han, Xiuqin Ma",2024,Symmetry,"This paper presents a multi-attribute decision approach under interval-valued fuzzy soft sets, leveraging ideal solutions within a three-way decision framework. Applications in emergency decision-making demonstrate improved classification of decision alternatives.",Interval-valued fuzzy soft sets in multi-attribute decision-making.,Effective in multi-criteria decision contexts with uncertain data.,"Emergency decision-making, decision support systems.",To enhance multi-criteria decision analysis under uncertain conditions.,Decision classification accuracy.,Case studies in emergency response.,Improves decision reliability in multi-criteria scenarios.,Extend to other fuzzy decision environments.,Limited generalizability across fuzzy environments.,"Interval-valued fuzzy sets, multi-attribute decision-making, three-way decisions, emergency decision"
https://www.researchgate.net/publication/384035697_Fuzzy_implications-based_transformation_approaches_from_semi-three-way_decision_spaces_to_three-way_decision_spaces_and_their_applications?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Fuzzy implications-based transformation approaches from semi-three-way decision spaces to three-way decision spaces and their applications,"Can Pan, Liangxiao Jiang, Chaoqun Li",2025,Pattern Recognition,"This paper introduces a three-way decision-based label integration (TDLI) model for crowdsourcing. The model groups instances based on label quality into three subsets for customized label integration, which enhances labeling accuracy.","Label integration with three-way decisions for high, medium, and low label quality instances.",Suitable for managing uncertain labels in crowdsourced data.,"Crowdsourcing, data labeling.",To improve label integration accuracy using three-way decision partitions.,"Label accuracy, classification performance.",Crowdsourced labeling dataset.,Increases label integration accuracy with custom strategies for varied label quality.,Explore other crowdsourcing scenarios.,High computational cost for large datasets.,"Crowdsourcing, three-way decisions, label integration, machine learning"
https://www.researchgate.net/publication/372209709_Three-Way_Decisions_with_Evaluative_Linguistic_Expressions?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Three-Way Decisions with Evaluative Linguistic Expressions,"Jianfeng Xu, Ruihua Wang, Yuanjian Zhang, Weiping Ding",2025,Information Sciences,"This paper develops an adaptive sequential three-way decision (AS3-DTW) model for dynamic time warping in time-series data, enhancing computational efficiency by adjusting search spaces based on three-way decisions.",Sequential three-way decisions with granularity adjustments for dynamic time warping.,Effective for high-dimensional time-series data.,"Time-series analysis, dynamic time warping.",To accelerate time warping computations while maintaining accuracy.,"Computational speed, accuracy trade-off.",Time-series datasets.,Balances computational efficiency and accuracy in time-series comparisons.,Apply to other time-series analysis models.,Requires specialized configurations.,"Dynamic time warping, three-way decisions, time-series analysis, computational efficiency"
https://www.researchgate.net/publication/376538661_Three-Way_Decision-Making_Based_on_Incomplete_Information_System_and_Its_Application?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Three-Way Decision-Making Based on Incomplete Information System and Its Application,"Benwei Chen, Xianyong Zhang, Zhiying Lv",2024,Information Sciences,"This study introduces S-type preference measures for interval-valued systems, enhancing three-way decision models. It proposes three-level dominance relations, which allow systematic three-way decision (3WD) models for sorting and classification. Simulations validate the S-type measure’s effectiveness.",S-type preference measure for interval-valued dominance relations.,"Suitable for uncertain, interval-valued datasets.","Interval-valued systems, preference-based decisions.",To improve classification accuracy in interval-valued systems.,Classification error rates.,Interval-valued datasets.,Enhanced decision performance over existing models.,Extend to real-time decision systems.,Requires interval assumptions.,"Interval-valued systems, three-way decisions, preference measures"
https://www.researchgate.net/publication/380564614_Fuzziness-based_three-way_decision_with_neighborhood_rough_sets_under_the_framework_of_shadowed_sets?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Fuzziness-Based Three-Way Decision With Neighborhood Rough Sets Under the Framework of Shadowed Sets,"Jiaxin Song, Haidong Zhang",2024,ICCBD 2024 Proceedings,"Integrating set pair analysis with regret theory, this paper proposes a three-way decision model under incomplete information scenarios. It introduces an entropy-based method for attribute weighting and utilizes regret theory to calculate relative utilities.",Set pair analysis combined with regret theory.,Effective for multi-attribute decision-making under incomplete data.,"Multi-attribute decision-making, regret theory.",To address incomplete information in decision-making.,"Decision accuracy, attribute weighting efficiency.",Simulated multi-attribute datasets.,Improved decision precision using set pair analysis.,Test on larger real-world datasets.,Limited applicability to multi-attribute environments.,"Set pair analysis, regret theory, three-way decisions"
https://www.researchgate.net/publication/263092405_Three-way_decisions_space_and_three-way_decisions?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Three-way decisions space and three-way decisions,"Xiaozhi Chen, Ligeng Zou",2022,Entropy,"This study introduces three-way decision models grounded in ideal relations to support multi-attribute decision-making. The models employ superiority and inferiority criteria, integrating decision-theoretic rough sets.",Ideal relations using decision-theoretic rough sets.,Suitable for decisions with ranked alternatives.,Multi-attribute decision-making.,To optimize ranking in multi-attribute decisions.,Ranking accuracy.,Case studies in decision-making.,Enhanced ranking for complex decisions.,Extend ideal relations to additional decision contexts.,Requires subjective criteria input.,"Multi-attribute decision-making, three-way decisions, ideal relations"
https://www.researchgate.net/publication/383878848_A_three-way_decision_method_based_on_COPRAS_in_the_weak_probabilistic_linguistic_term_set_information_systems?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,A three-way decision method based on COPRAS in the weak probabilistic linguistic term set information systems,"Yong Liu, Xue-ge Guo, Qin Jiang, Jia-qi An",2023,Research Article on Grey Decision Analysis,"Proposes a dynamic three-way decision model using grey relational analysis, suitable for systems with changing decision objects. The model is tested with case studies on dynamic environments.",Grey relational analysis with dynamic update rules.,Suitable for dynamic environments with evolving data.,"Dynamic decision systems, grey analysis.",To adapt decision rules to evolving data.,Dynamic response effectiveness.,Dynamic case studies.,Effective decision-making in dynamic environments.,Adapt to more rapid changes.,Limited to grey relational data.,"Grey analysis, dynamic decisions, three-way decisions"
https://www.researchgate.net/publication/372161877_Two_new_kinds_of_protoconcepts_based_on_three-way_decisions_model?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Two new kinds of protoconcepts based on three-way decisions model,"Tengbiao Li, Junsheng Qiao",2025,Pattern Recognition,Introduces a MAGDM model for healthcare waste management using q-rung orthopair fuzzy sets within a three-way decision framework.,q-Rung orthopair fuzzy sets in multi-attribute decision-making.,Effective for uncertain healthcare management decisions.,Healthcare waste management.,To support healthcare waste treatment with improved decision models.,Decision consistency and reliability.,Healthcare datasets.,Provides stable and accurate decisions in healthcare contexts.,Broaden application to other healthcare areas.,Domain-specific model.,"q-Rung fuzzy sets, healthcare management, three-way decisions"
https://www.researchgate.net/publication/378066814_Two-stage_credit_risk_prediction_framework_based_on_three-way_decisions_with_automatic_threshold_learning?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Two‐stage credit risk prediction framework based on three‐way decisions with automatic threshold learning,"Benwei Chen, Xianyong Zhang, Zhiying Lv",2024,Information Sciences,"This study introduces S-type preference measures for interval-valued systems, enhancing three-way decision models. It proposes three-level dominance relations, which allow systematic three-way decision (3WD) models for sorting and classification. Simulations validate the S-type measure’s effectiveness.",S-type preference measure for interval-valued dominance relations.,"Suitable for uncertain, interval-valued datasets.","Interval-valued systems, preference-based decisions.",To improve classification accuracy in interval-valued systems.,Classification error rates.,Interval-valued datasets.,Enhanced decision performance over existing models.,Extend to real-time decision systems.,Requires interval assumptions.,"Interval-valued systems, three-way decisions, preference measures"
https://www.researchgate.net/publication/384759276_Multi-Attribute_Three-Way_Decision_Approach_Based_on_Ideal_Solutions_under_Interval-Valued_Fuzzy_Soft_Environment?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Multi-Attribute Three-Way Decision Approach Based on Ideal Solutions under Interval-Valued Fuzzy Soft Environment,"Jiaxin Song, Haidong Zhang",2024,ICCBD 2024 Proceedings,"Integrating set pair analysis with regret theory, this paper proposes a three-way decision model under incomplete information scenarios. It introduces an entropy-based method for attribute weighting and utilizes regret theory to calculate relative utilities.",Set pair analysis combined with regret theory.,Effective for multi-attribute decision-making under incomplete data.,"Multi-attribute decision-making, regret theory.",To address incomplete information in decision-making.,"Decision accuracy, attribute weighting efficiency.",Simulated multi-attribute datasets.,Improved decision precision using set pair analysis.,Test on larger real-world datasets.,Limited applicability to multi-attribute environments.,"Set pair analysis, regret theory, three-way decisions"
https://www.researchgate.net/publication/384281296_Three-way_decision-based_label_integration_for_crowdsourcing?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Three-way decision-based label integration for crowdsourcing,,,,,,,,,,,,,,
https://www.researchgate.net/publication/371978696_Multi-granularity_active_learning_based_on_the_three-way_decision?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Multi-granularity active learning based on the three-way decision,,,,,,,,,,,,,,
https://www.researchgate.net/publication/384826915_Adaptive_Sequential_Three-way_Decisions_for_Dynamic_Time_Warping?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Adaptive Sequential Three-way Decisions for Dynamic Time Warping,,,,,,,,,,,,,,
https://www.researchgate.net/publication/375887105_A_TOPSIS_method_based_on_sequential_three-way_decision?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,A TOPSIS method based on sequential three-way decision,,,,,,,,,,,,,,
https://www.researchgate.net/publication/382922024_A_Novel_Sequential_Three-Way_Decision_With_Rough_Fuzzy_Sets_Based_on_Optimal_Granularity_Selection?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,A Novel Sequential Three-Way Decision With Rough Fuzzy Sets Based on Optimal Granularity Selection,,,,,,,,,,,,,,
https://www.researchgate.net/publication/378170904_MTTEGDM_A_Moving_Target_Evolutionary_Game_Defense_Model_Based_on_Three-Way_Decisions?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,MTTEGDM: A Moving Target Evolutionary Game Defense Model Based on Three-Way Decisions,,,,,,,,,,,,,,
https://www.researchgate.net/publication/377001557_Normal_Fuzzy_Three-Way_Decision_Based_on_Prospect_Theory?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Normal Fuzzy Three-Way Decision Based on Prospect Theory,,,,,,,,,,,,,,
https://www.researchgate.net/publication/384874275_A_Set_Pair_Analysis_and_Regret_Theory_Approach_for_Three-way_Decision?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,A Set Pair Analysis and Regret Theory Approach for Three-way Decision,,,,,,,,,,,,,,
https://www.researchgate.net/publication/362075592_Three-Way_Decision_Models_Based_on_Ideal_Relations_in_Multi-Attribute_Decision-Making,Three-Way Decision Models Based on Ideal Relations in Multi-Attribute Decision-Making,,,,,,,,,,,,,,
https://www.researchgate.net/publication/366936389_Decision-making_method_based_on_set_pair_analysis_and_VIKOR_under_heterogeneous_information_environment_and_application_to_typhoon_disaster_assessment,Decision-making method based on set pair analysis and VIKOR under heterogeneous information environment and application to typhoon disaster assessment,,,,,,,,,,,,,,
https://www.researchgate.net/publication/370710195_Grey_three-way_decisions_approach_with_the_changing_of_the_decision_objects?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Grey three-way decisions approach with the changing of the decision objects,,,,,,,,,,,,,,
https://www.researchgate.net/publication/383123627_A_novel_q-rung_orthopair_fuzzy_MAGDM_method_for_healthcare_waste_treatment_based_on_three-way_decisions?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,A novel q-rung orthopair fuzzy MAGDM method for healthcare waste treatment based on three-way decisions,,,,,,,,,,,,,,
https://www.researchgate.net/publication/315112260_Generalized_three-way_decisions_and_special_three-way_decisions?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Generalized three-way decisions and special three-way decisions,,,,,,,,,,,,,,
https://www.researchgate.net/publication/382545199_The_Visual_Analysis_of_Three-Way_Decision_Based_on_Decision-Theoretic_Rough_Set_A_Perspective_of_Fusing_Two-Way_Decision_Pair?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,The Visual Analysis of Three-Way Decision Based on Decision-Theoretic Rough Set: A Perspective of Fusing Two-Way Decision Pair,,,,,,,,,,,,,,
https://www.researchgate.net/publication/381770578_Sequential_three-way_group_decision-making_for_double_hierarchy_hesitant_fuzzy_linguistic_term_set?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Sequential three-way group decision-making for double hierarchy hesitant fuzzy linguistic term set,,,,,,,,,,,,,,
https://www.researchgate.net/publication/378338413_Multi-scale_decision_systems_with_test_cost_and_applications_to_three-way_multi-attribute_decision-making?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Multi-scale decision systems with test cost and applications to three-way multi-attribute decision-making,,,,,,,,,,,,,,
https://www.researchgate.net/publication/360628393_Superiority_of_three-way_decisions_from_the_perspective_of_probability?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Superiority of three-way decisions from the perspective of probability,,,,,,,,,,,,,,
https://www.researchgate.net/publication/312425293_On_two_novel_types_of_three-way_decisions_in_three-way_decision_spaces?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,On two novel types of three-way decisions in three-way decision spaces,,,,,,,,,,,,,,
https://www.researchgate.net/publication/382826657_Three-way_decision_in_machine_learning_tasks_a_systematic_review?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Three-way decision in machine learning tasks: a systematic review,,,,,,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/S0888613X24001555?via%3Dihub,"A review of three-way decision: Triadic understanding, organization, and perspectives - ScienceDirect",,,,,,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/S0020025524010223?via%3Dihub,Three-way decision based on three-way preference measures and three-level dominance relations in interval-valued systems - ScienceDirect,,,,,,,,,,,,,,
https://www.researchgate.net/publication/365312257_Hierarchical_Multi-granulation_Sequential_Three-Way_Decisions?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Hierarchical Multi-granulation Sequential Three-Way Decisions,,,,,,,,,,,,,,
https://www.researchgate.net/publication/370999987_Bilateral_fuzzy_sets_and_their_three-way_decisions_a_new_perspective_of_fuzzy_logic?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Bilateral fuzzy sets and their three-way decisions: a new perspective of fuzzy logic,,,,,,,,,,,,,,
https://www.researchgate.net/publication/375414459_Probability_rough_set_and_portfolio_optimization_integrated_three-way_predication_decisions_approach_to_stock_price?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Probability rough set and portfolio optimization integrated three-way predication decisions approach to stock price,,,,,,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/S0020025523014974?via%3Dihub,Three-way decisions based on bipolar-valued fuzzy sets over three-way decision spaces - ScienceDirect,,,,,,,,,,,,,,
https://www.researchgate.net/publication/376999258_Granular-Ball_Three-Way_Decision?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Granular-Ball Three-Way Decision,,,,,,,,,,,,,,
https://www.researchgate.net/publication/379290128_A_granularity_time_series_forecasting_model_combining_three-way_decision_and_trend_information_granularity?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,A granularity time series forecasting model combining three-way decision and trend information granularity,,,,,,,,,,,,,,
https://www.researchgate.net/publication/370640979_Improved_spectral_clustering_using_three-way_decisions?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Improved spectral clustering using three-way decisions,,,,,,,,,,,,,,
https://www.researchgate.net/publication/383762258_Models_and_Algorithms_for_Optimizing_Thresholds_in_Fuzzy_Representation-Based_Three-Way_Decision?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Models and Algorithms for Optimizing Thresholds in Fuzzy Representation-Based Three-Way Decision,,,,,,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/S1568494624005246?via%3Dihub,Continual three-way decisions via knowledge transfer - ScienceDirect,,,,,,,,,,,,,,
https://www.researchgate.net/publication/377705424_A_Sequential_Three-Way_Decision-Based_Group_Consensus_Method_With_Regret_Theory_Under_Interval_Multi-Scale_Decision_Information_Systems?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,A Sequential Three-Way Decision-Based Group Consensus Method With Regret Theory Under Interval Multi-Scale Decision Information Systems,,,,,,,,,,,,,,
https://link.springer.com/chapter/10.1007/978-3-031-65668-2_3,Three-Way Decision of Granular-Ball Rough Sets Based on Fuzziness | SpringerLink,,,,,,,,,,,,,,
https://www.researchgate.net/publication/381342642_Considering_personalized_individual_semantics_with_ordinal_and_cardinal_consensus_reaching_processes_via_three-way_decision_and_regret_theory?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Considering personalized individual semantics with ordinal and cardinal consensus reaching processes via three-way decision and regret theory,,,,,,,,,,,,,,
https://www.researchgate.net/publication/376103945_Intuitionistic_Fuzzy_Three-Way_Decision?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Intuitionistic Fuzzy Three-Way Decision,,,,,,,,,,,,,,
https://www.researchgate.net/publication/382284978_Research_on_a_Three-Way_Decision-Making_Approach_Based_on_Non-Additive_Measurement_and_Prospect_Theory_and_Its_Application_in_Aviation_Equipment_Risk_Analysis?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,"Research on a Three-Way Decision-Making Approach, Based on Non-Additive Measurement and Prospect Theory, and Its Application in Aviation Equipment Risk Analysis",,,,,,,,,,,,,,
https://www.researchgate.net/publication/365518267_A_method_for_incremental_updating_three-way_decision_with_incomplete_information_system?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,A method for incremental updating three-way decision with incomplete information system,,,,,,,,,,,,,,
https://www.researchgate.net/publication/375633738_Efficient_Mobile_Robot_Navigation_Based_on_Federated_Learning_and_Three-Way_Decisions?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Efficient Mobile Robot Navigation Based on Federated Learning and Three-Way Decisions,,,,,,,,,,,,,,
https://www.researchgate.net/publication/365644547_Multi-granularity_stock_prediction_with_sequential_three-way_decisions?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Multi-granularity stock prediction with sequential three-way decisions,,,,,,,,,,,,,,
https://www.researchgate.net/publication/382943195_Intuitionistic_fuzzy_three-way_decision_method_based_on_data_envelopment_analysis?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Intuitionistic fuzzy three-way decision method based on data envelopment analysis,,,,,,,,,,,,,,
https://www.researchgate.net/publication/376020554_Novel_transformation_methods_from_semi-three-way_decision_spaces_to_three-way_decision_spaces_and_their_applications?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Novel transformation methods from semi-three-way decision spaces to three-way decision spaces and their applications,,,,,,,,,,,,,,
https://www.sciencedirect.com/science/article/pii/S0020025523015475?via%3Dihub,Novel transformation methods from semi-three-way decision spaces to three-way decision spaces and their applications - ScienceDirect,,,,,,,,,,,,,,
https://www.researchgate.net/publication/364442138_Generalized_multigranulation_sequential_three-way_decision_models_for_hierarchical_classification?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Generalized multigranulation sequential three-way decision models for hierarchical classification,,,,,,,,,,,,,,
https://dl.acm.org/doi/10.1145/3677182.3677246,"Reducing uncertainty of base clusters components in clustering ensemble with three-way decisions | Proceedings of the International Conference on Algorithms, Software Engineering, and Network Security",,,,,,,,,,,,,,
https://www.researchgate.net/publication/382826807_Influences_of_social_networks_demographics_and_evacuation_duration_on_evacuation_decisions_Insights_from_Ohio_and_Pennsylvania?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,"Influences of social networks, demographics, and evacuation duration on evacuation decisions: Insights from Ohio and Pennsylvania",,,,,,,,,,,,,,
https://www.researchgate.net/publication/383316471_What_predicts_hurricane_evacuation_decisions_The_importance_of_efficacy_beliefs_risk_perceptions_and_other_factors,"What predicts hurricane evacuation decisions? The importance of efficacy beliefs, risk perceptions, and other factors",,,,,,,,,,,,,,
https://www.researchgate.net/publication/378751885_Predicting_Hurricane_Evacuation_Decisions_with_Interpretable_Machine_Learning_Methods?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Predicting Hurricane Evacuation Decisions with Interpretable Machine Learning Methods,,,,,,,,,,,,,,
https://www.researchgate.net/publication/357141633_Predictors_of_hurricane_evacuation_decisions_A_meta-analysis?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Predictors of hurricane evacuation decisions: A meta-analysis,,,,,,,,,,,,,,
https://www.researchgate.net/publication/376955739_Analyzing_Risk_Perception_Evacuation_Decision_and_Delay_Time_A_Case_Study_of_the_2021_Marshall_Fire_in_Colorado?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,"Analyzing Risk Perception, Evacuation Decision and Delay Time: A Case Study of the 2021 Marshall Fire in Colorado",,,,,,,,,,,,,,
https://www.researchgate.net/publication/376351139_Understanding_the_Decision-Making_Process_for_Hurricane_Evacuation_Orders_A_Case_Study_of_Florida_County_Emergency_Managers?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Understanding the Decision-Making Process for Hurricane Evacuation Orders: A Case Study of Florida County Emergency Managers,,,,,,,,,,,,,,
https://www.researchgate.net/publication/364620508_Why_They_Escape_Mining_Prioritized_Fuzzy_Decision_Rule_in_Crowd_Evacuation?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Why They Escape: Mining Prioritized Fuzzy Decision Rule in Crowd Evacuation,,,,,,,,,,,,,,
https://www.researchgate.net/publication/371534762_Evacuation_decision_making_and_risk_perception_flooded_rural_communities_in_Pakistan?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Evacuation decision making and risk perception: flooded rural communities in Pakistan,,,,,,,,,,,,,,
https://www.researchgate.net/publication/371022460_A_Model_for_Making_Dynamic_Collective_Decisions_in_Emergency_Evacuation_Tasks_in_Fuzzy_Conditions?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,A Model for Making Dynamic Collective Decisions in Emergency Evacuation Tasks in Fuzzy Conditions,,,,,,,,,,,,,,
